Date,Time,Player Name,Action,X Coordinate,Y Coordinate,Z Coordinate,Dimension,X Coordinate 2,Y Coordinate 2,Z Coordinate 2,Dimension 2,Detail 1,Detail 2
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:0,Original item:x0,New items:minecraft:iron_swordx1,-
2025-02-26,04:59:02,SilentSilverL,Change equipment,-245,82,110,Unknown,-,Helmet,minecraft:iron_helmetx1
2025-02-26,04:59:02,SilentSilverL,Change equipment,-245,82,110,Unknown,-,Chestplate,minecraft:iron_chestplatex1
2025-02-26,04:59:02,SilentSilverL,Change equipment,-245,82,110,Unknown,-,Leggings,minecraft:iron_leggingsx1
2025-02-26,04:59:02,SilentSilverL,Change equipment,-245,82,110,Unknown,-,Boots,minecraft:iron_bootsx1
2025-02-26,04:59:02,SilentSilverL,Change equipment,-245,82,110,Unknown,-,Unknown slot4,x0
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:0,Original item:minecraft:iron_swordx1,New items:x0,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:0,Original item:x0,New items:minecraft:iron_swordx1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:1,Original item:x0,New items:minecraft:stone_axex1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:2,Original item:x0,New items:minecraft:torchx5,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:3,Original item:x0,New items:minecraft:lava_bucketx1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:4,Original item:x0,New items:minecraft:crafting_tablex1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:5,Original item:x0,New items:minecraft:furnacex1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:6,Original item:x0,New items:minecraft:iron_pickaxex1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:7,Original item:x0,New items:minecraft:bedx1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:8,Original item:x0,New items:minecraft:iron_swordx1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:9,Original item:x0,New items:minecraft:bowx1,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:10,Original item:x0,New items:minecraft:raw_copperx21,-
2025-02-26,04:59:02,SilentSilverL,item bar change,-245,82,110,Unknown,-,-,-,-,slot:11,Original item:x0,New items:minecraft:lava_bucketx1,-
